변환,CPI,Inflation_rate
2019-09,99.794,0.3711340206185470
2019-10,100.041,0.24750987033288500
2019-11,99.481,-0.5597704940974220
2019-12,99.719,0.23924166423738800
2020-01,100.09,0.37204544770805800
2020-02,100.16,0.0699370566490165
2020-03,99.94,-0.21964856230032300
2020-04,99.5,-0.44026415849509600
2020-05,99.44,-0.060301507537685600
2020-06,99.71,0.27152051488335000
2020-07,99.63,-0.08023267475679720
2020-08,100.19,0.5620796948710320
2020-09,100.74,0.548956981734694
2020-10,100.18,-0.5558864403414580
2020-11,100.09,-0.089838291076072
2020-12,100.33,0.23978419422519000
2021-01,101.04,0.7076647064686580
2021-02,101.58,0.5344418052256380
2021-03,101.84,0.2559558968300960
2021-04,101.98,0.1374705420267080
2021-05,102.05,0.06864090998235370
2021-06,102.05,0.0
2021-07,102.26,0.20578147966683300
2021-08,102.75,0.4791707412477920
2021-09,103.17,0.40875912408759900
2021-10,103.35,0.17446932247746600
2021-11,103.87,0.5031446540880500
2021-12,104.04,0.16366612111293800
2022-01,104.85,0.7785467128027520
2022-02,105.42,0.5436337625178920
2022-03,106.1,0.645038892050831
2022-04,106.83,0.6880301602262050
2022-05,107.5,0.62716465412338
2022-06,108.21,0.6604651162790630
2022-07,108.73,0.4805470843729950
2022-08,108.63,-0.09197093718386060
2022-09,108.82,0.17490564300837200
2022-10,109.16,0.3124425657048400
2022-11,109.07,-0.08244778307072710
2022-12,109.26,0.1742000550105650
2023-01,110.07,0.7413509060955500
2023-02,110.33,0.23621331879712900
2023-03,110.52,0.1722106408048600
2023-04,110.77,0.22620340209915700
2023-05,111.13,0.3249977430712200
2023-06,111.16,0.026995410780172900
2023-07,111.29,0.11694854264123800
2023-08,112.28,0.8895677958486780
2023-09,112.85,0.5076594228713870
2023-10,113.27,0.37217545414267600
2023-11,112.68,-0.52087931491126
2023-12,112.73,0.04437344692935770
2024-01,113.17,0.3903131375853740
2024-02,113.78,0.5390121056817240
2024-03,113.95,0.1494111443135940
2024-04,114.01,0.05265467310224810
2024-05,114.1,0.07894044382070750
2024-06,113.84,-0.22787028921997800
2024-07,114.13,0.2547434996486240
2024-08,114.54,0.35923946376939000
2024-09,114.65,0.09603631918979620
